annee_pegi_duree,casting_principal,description,genre,langue,nombre_vote,pays,score,titre
"TV Mini Series,1995,PG-13,3h","Patricia Wettig,Dean Stockwell,Tom Holland,Kate Maberly,Mark Lindsay Chapman,Julie Arnold Lisnet,Frankie Faison,Baxter Harris,Michael Louden,Christopher Collet,Kimber Riddle,Kymberly Dakin,David Morse,Bronson Pinchot,David Forrester,Chris Hendrie,Jennifer Nichole Porter,John Griesemer","Most of the passengers on an airplane disappear, and the remainder land the plane in a mysteriously barren airport.","Horror,Mystery,Sci-Fi",English,32K,United States,6.1,The Langoliers
"2018,TV-MA,1h 50m","Chelsea Islan,Pevita Pearce,Ray Sahetapy,Karina Suwandhi,Samo Rafael,Hadijah Shahab,Ruth Marini,Kinaryosih,Clara Bernadeth,Nicole Rossi,Daniel Ekaputra,Emma,Badra,Abimana Aryasatya","When her estranged father falls into a mysterious coma, a young woman seeks answers at his old villa, where she and her stepsister uncover dark truths.","Horror,Mystery,Thriller",Indonesian,5K,Indonesia,5.9,May the Devil Take You
"TV Series,2023– ,TV-14,45m","Luyi Zhang,Hewei Yu,Yongjian Lin,Xiaoran Li,Jin Chen,Ziwen Wang,Kenan Heppe,Dujuan He,Junning Zhang,Zehui Li,Tianyi Gu,Chuan-jun Wang,Rong Yang,Warwick Gilles,Ismayilzada,Michael Koltes,Luc Bendza,Min Liu",Focuses on humans dealing with the incoming invasion of a highly-advanced alien civilization called Three-Body.,"Drama,Mystery,Sci-Fi","Mandarin,English,Chinese",3.8K,China,7.6,Three-Body
"2023,R,1h 31m","Vanessa Hudgens,Ed Harris,Lily Rabe,Henry Golding,Finn Wittrock,Jack Dylan Grazer,Emma Halleen,Arden Michalec,Annabelle Layland,Derek Hughes,Sam Wren Vincent,Andrew Stecker,Gwen Ruhoff,Matt Roy,James Craven,Arianna Jaffier,August Blanco Rosenstein,Jeremy Kucharek","Based on the novel by Chuck Klosterman, Downtown Owl is a sparkle dark Reagan Era comedy set in the fictional town of Owl, North Dakota in the leading days up to the region's blizzard in Minnesota's century.",Drama,English,32,United States,6.5,Downtown Owl
"2016,R,1h 42m","Chris Pine,Ben Foster,Jeff Bridges,Gil Birmingham,Dale Dickey,William Sterchi,Buck Taylor,Kristin K. Berg,Keith Meriweather,Jackamoe Buzzell,Katy Mixon,Amber Midthunder,Joe Berryman,Taylor Sheridan,Howard Ferguson Jr.,Debrianna Mansini,Paul Howard Smith,Nathaniel Augustson","Toby is a divorced father who's trying to make a better life. His brother is an ex-con with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank that's about to foreclose on their family ranch.","Crime,Drama,Thriller",English,251K,United States,7.6,Hell or High Water
"TV Series,2011–2013,TV-MA,28m","Laura Dern,Diane Ladd,Sarah Burns,Luke Wilson,Timm Sharp,Mike White,Jon Shere,Brent Bradshaw,Bayne Gibby,Michaela Watkins,Jason Mantzoukas,Travis Heaps,Charles Esten,Dermot Mulroney,Amy Hill,Riki Lindhome,Dan Levy,Christie Volkmer","A self-destructive woman who has a spiritual awakening becomes determined to live an enlightened life, creating havoc at home and work.","Comedy,Drama",English,10K,United States,7.6,Enlightened
"TV Series,2020–2024,TV-Y7,30m","Cooper Barnes,Michael D. Cohen,Havan Flores,Terrence Little Gardenhigh,Dana Heath,Luca Luhan,Winston Story,Carrie Barrett,Riann Portnoy,Jen Kater,Nakia Burrise,Antonio D. Charity,Siobhan Murphy,Timothy Brennen,Ryan Grassmeyer,Mitchell Berg,Angela Hoover,Ben Giroux",Captain Man has a new crew of superhero sidekicks - Danger Force. Captain Man and Schwoz create a fake school to train the kids to harness their uncontrollable superpowers to fight crime.,"Action,Comedy,Family",English,2.1K,United States,3.9,Danger Force
"TV Series,2005– ,TV-PG,1h","Cat Deeley,Nigel Lythgoe,Mark Thompson,Mary Murphy,Mia Michaels,Adam Shankman,Tyce Diorio,Stephen Boss,Travis Wall,Kathryn McCormick,Tabitha Dumo,Izabela Rai,Napoleon Dumo,Allison Holker,Courtney Platt,Stacey Tookey,Comfort Fedoke,Sonya Tayeh","Qualified dancers from ballroom and ballet to salsa, jive and hip-hop all compete to be named the best.","Music,Reality-TV",English,11K,United States,7.0,So You Think You Can Dance
"2012,Not Rated,2h 11m","Michael Jackson,Glen Ballard,John Barnes,Jennifer Batten,Justin Bieber,Rubén Blades,Jim Blashfield,John Branca,Miko C. Brando,Chris Brown,Ollie E. Brown,Gregg Burge,Mariah Carey,Colin Chilvers,Matthew Cook,Andraé Crouch,Sheryl Crow,Jeffrey Daniel","A documentary on Michael Jackson and the legacy of his record ""Bad"".","Documentary,Music",English,2.4K,United States,7.9,Bad 25
"1969,G,2h 12m","Michael Caine,Trevor Howard,Harry Andrews,Curd Jürgens,Ian McShane,Kenneth More,Laurence Olivier,Nigel Patrick,Christopher Plummer,Michael Redgrave,Ralph Richardson,Robert Shaw,Patrick Wymark,Susannah York,Michael Bates,Robert Flemyng,Isla Blair,Barry Foster","In 1940, the British Royal Air Force fights a desperate battle to prevent the Luftwaffe from gaining air superiority over the English Channel as a prelude to a possible Axis invasion of the U.K.","Action,Drama,History","English,German,Polish,French",24K,United Kingdom,6.9,The Battle of Britain
"1977,Not Rated,1h 32m","Leon Vitali,Per Oscarsson,Nicholas Clay,Stacy Dorning,Jan Ohlsson,Olof Bergström,Mathias Henrikson,Archie O'Sullivan,Harry Brogan,Dermott Toughy,Jacinta Martín,David Byrne,Per-Axel Arosenius,Tor Isedal",Victor Frankenstein's search for the secret of life leads to the creation of a monster that consumes his life and family.,"Horror,Sci-Fi",English,324,"Sweden,Ireland",5.8,Terror of Frankenstein
"2023,R,2h 7m","Mads Mikkelsen,Amanda Collin,Simon Bennebjerg,Melina Hagberg,Kristine Kujath Thorp,Gustav Lindh,Morten Hee Andersen,Thomas W. Gabrielsson,Jacob Lohmann,Magnus Krepper,Felix Kramer,Olaf Højgaard,Laura Bilgrau Eskild-Jensen,Anna Filippa Hjarne,Hans Christian Lundgren,Arved Friese,Søren Malling,Jirí Konvalinka",The story of Ludvig Kahlen who pursued his lifelong dream: To make the heath bring him wealth and honor.,"Biography,Drama,History","Danish,Swedish,German,Norwegian",13K,"Denmark,Sweden,Norway,Germany",7.7,The Promised Land
"TV Series,2019–2020,TV-MA,42m","Willa Fitzgerald,Herizen F. Guardiola,Marlo Kelly,Rob Heaps,Zach Roerig,Paul Fitzgerald,Alison Thornton,Taveeta Szymanowicz,Addyson Douglas,Brittany Raymond,Brittany Teo,Kaden Hebb,Bria Grace Mitchell,Brittany Spiteri,Haley Chau,Hannah Roberts,Hannah Sheppard,Erika Prevost","Relationships topple and loyalties flip when Colette French, an icy new cheerleading coach, takes over the suburban high school squad ruled by Beth and her devoted BFF, Addy.","Crime,Mystery,Thriller",English,6.3K,United States,6.7,Dare Me
2025,"America Ferrera,Brad Garrett,Jameela Jamil,Yonas Kibreab",Elio struggles to fit in until he is transported by aliens and becomes the chosen one to be Earth's galactic ambassador while his mother Olga works on the top secret project to decode alien messages.,"Animation,Adventure,Comedy","English,Russian",vote inconnu,United States,score inconnu,Elio
"2019,TV-MA,1h 23m","Jeremy Gardner,Brea Grant,Henry Zebrowski,Justin Benson,Ashley Song,Nicola Masciotra,Taylor Zaudtke,Keith Arbuthnot","When his girlfriend suddenly disappears, leaving a cryptic note as her only explanation, Hank's comfortable life and his sanity begin to crack. Then, from the woods surrounding his house, something terrible starts trying to break in.","Drama,Horror,Romance",English,4.7K,United States,5.4,After Midnight
"1997,R,1h 33m","Tobey Maguire,Amy Hathaway,Wilson Cruz,Christina Zilber,James Karen,Adam West,Benicio Del Toro,Steven Gilborn,J.P. Bumstead,Kenn Norman,Judson Mills,Susan Romick,Marc Robinson,Julie Rowen,Leslie Bartlett,Kristal Cawagas",The teenage son of a motel owner steals a black convertible to impress a mysterious beauty he has a crush on.,"Comedy,Crime,Drama",English,1.8K,United States,5.0,Joyride
"1998,R,1h 51m","Ian McKellen,Brad Renfro,Joshua Jackson,Mickey Cottrell,Michael Reid MacKay,Ann Dowd,Bruce Davison,James Karen,Marjorie Lovett,David Cooley,Blake Anthony Tibbetts,Heather McComb,Katherine Malone,Grace Sinden,David Schwimmer,Anthony Moore,Elias Koteas,Kevin Spirtas",A boy blackmails his neighbor after suspecting him to be a Nazi war criminal.,"Crime,Drama,Thriller","English,German",41K,"United States,France,Canada",6.7,Apt Pupil
"2018,Not Rated,1h 54m","Anna Yamada,Hiroya Shimizu,Rinka Ôtani,Rena Ôtsuka,Kenshin Endô,Masato Endô,Reiko Kataoka,Ayaka Konno,Aki Morita,Seina Nakata,Arisa Sakura,Minori Terada,Masahiro Toda,Kazuki Ôtomo","As if bullied by her classmates everyday is not enough, Nozaki finds her house burnt to the ground and her parents dead. Knowing that the fire is not an accident, she sneaks off to punish those responsible one by one.",Horror,Japanese,1.1K,Japan,6.2,Liverleaf
"2019,2h 15m","Dongyu Zhou,Jackson Yee,Fang Yin,Ye Zhou,Yue Wu,Jue Huang,Yifan Zhang,Yao Zhang,Xinyi Zhang,Runnan Zhao,Xuanming Gao,Xintong Xie,Ran Liu,Lüyun Heliao,Bozhan Ju,Yingming Wang,Weilong Li,Zhongyu Guo","While she copes the the pressures of her final examinations, a bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants.","Crime,Drama,Romance","Mandarin,English",13K,"China,Hong Kong",7.6,Better Days
"2018,PG-13,1h 42m","Gugu Mbatha-Raw,David Oyelowo,Daniel Brühl,John Ortiz,Chris O'Dowd,Aksel Hennie,Ziyi Zhang,Elizabeth Debicki,Roger Davies,Clover Nee,Jordan Rivera,Michael Stokes III,Celeste Clark,Nathan Oliver,Donal Logue,Suzanne Cryer,Ken Olin,Simon Pegg","Orbiting a planet on the brink of war, scientists test a device to solve an energy crisis, and end up face-to-face with a dark alternate reality.","Action,Horror,Sci-Fi","English,Mandarin,German",112K,United States,5.5,The Cloverfield Paradox
"TV Series,2023– ,TV-MA,42m","Zoe Saldana,Laysla De Oliveira,Dave Annable,Jill Wagner,LaMonica Garrett,James Jordan,Austin Hébert,Jonah Wharton,Stephanie Nur,Hannah Love Lanier,Nicole Kidman,Michael Kelly,Thad Luckinbill,Martin Donovan,Richard Haddad,Celestina Harris,Ray Corasani,Carla Mansour","CIA operative Joe attempts to balance her personal and professional life as the tip of the spear in the agency's war on terror. She enlists Cruz, a female special operations Marine, as an undercover member of the Lioness Program.","Action,Drama,Thriller",English,41K,United States,7.7,Special Ops: Lioness
"TV Series,1992–2019,TV-PG,22m","Paul Reiser,Helen Hunt,John Pankow,Leila Kenzle,Anne Ramsay,Maui,Cynthia Harris,Louis Zorich,Richard Kind,Robin Bartlett,Judy Geeson,Lisa Kudrow,Suzie Plakson,Mo Gaffney,Hank Azaria,Jeff Garlin,Tommy Hinkley,Abby Quinn",Mad About You centers on the trials and tribulations of a married couple living in New York.,"Comedy,Romance",English,25K,United States,6.8,Mad About You
"1997,PG-13,2h 19m","Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding Jr.,Skeet Ulrich,Shirley Knight,Yeardley Smith,Lupe Ontiveros,Jill the Dog,Timer the Dog,Billy the Dog,Bibi Osterwald,Ross Bleckner,Bernadette Balagtas,Jaffe Cohen,Laurie Kilpatrick,Alice Vaughn,Brian Doyle-Murray","A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.","Comedy,Drama,Romance",English,317K,United States,7.7,As Good as It Gets
"TV Series,2018–2020,TV-Y7,25m","Paris Berelc,Isabel May,Jolie Jenkins,Emery Kelly,Eddie Shin,Finn Carr,Tiffani Thiessen,Merit Leighton,Iman Benson,Kerri Medders,Scott Wordham,Nathaniel J. Potvin,Jack Griffo,Gunner Burkhardt,Jordan Austin Smith,Barrett Carnahan,Brady Smith,Lilly Cornell Warriner",Lifelong best friends Alexa Mendoza and Katie Cooper are anticipating the start of their freshman year of high school. They confront a crisis that leaves them feeling like outsiders at a time when fitting in is what seems to matter most.,"Comedy,Drama,Family",English,6.2K,United States,7.5,Alexa & Katie
"2012,PG-13,1h 33m","Quvenzhané Wallis,Dwight Henry,Levy Easterly,Lowell Landes,Pamela Harper,Gina Montana,Amber Henry,Jonshel Alexander,Nicholas Clark,Joseph Brown,Henry D. Coleman,Kaliana Brower,Philip Lawrence,Hannah Holby,Jimmy Lee Moore,Jovan Hathaway,Kendra Harris,Marilyn Barbarin","Faced with both her hot-tempered father's fading health and melting ice-caps that flood her ramshackle bayou community and unleash ancient aurochs, six-year-old Hushpuppy must learn the ways of courage and love.","Adventure,Drama,Fantasy",English,85K,United States,7.2,Beasts of the Southern Wild
"2012,R,1h 37m","Lizzy Caplan,Alison Brie,Mark Webber,Geoffrey Arend,Martin Starr,Melonie Diaz,Timothy Busfield,Gigi Bermingham,Grant Harvey,Devin Barry,Jacob Womack,Ray Conchado,Lauren Nash,Kristin Slaysman,Robin Riker,Kristen Riley,Elizabeth Ho,Jessica Morris","Sarah begins to confront her shortcomings after she rejects her boyfriend's hasty proposal and soon finds herself in a rebound romance. Meanwhile, her sister Beth is immersed in the details of her wedding.","Comedy,Romance",English,7.1K,United States,5.7,Save the Date
"1986,R,1h 52m","Gary Oldman,Chloe Webb,David Hayman,Debby Bishop,Andrew Schofield,Xander Berkeley,Perry Benson,Tony London,Sandy Baron,Sy Richardson,Edward Tudor-Pole,Biff Yeager,Courtney Love,Rusty Blitz,John Spacely,Coati Mundi,Ed Pansullo,Vincent J. Isaac","The relationship between Sid Vicious, bassist for British punk group Sex Pistols, and his girlfriend Nancy Spungen is portrayed.","Biography,Drama,Music",English,35K,United Kingdom,7.0,Sid and Nancy
"2016,R,1h 39m","Gerard Butler,Aaron Eckhart,Morgan Freeman,Angela Bassett,Alon Aboutboul,Waleed Zuaiter,Adel Bencherif,Mehdi Dehbi,Shivaani Ghai,Martin Petrushev,Owen Davis,Michael Wildman,Radha Mitchell,Lucy Newman-Williams,Julian Kostov,Stacy Shane,Penny Downie,Guy Williams","In London for the Prime Minister's funeral, Mike Banning is caught up in a plot to assassinate all the attending world leaders.","Action,Thriller","English,Italian,French,Japanese",169K,"United States,United Kingdom,Bulgaria",5.9,London Has Fallen
"2023,1h 38m","Asta Kamma August,Herbert Nordrum,Andrea Edwards,David Fukamachi Regnfors,Moa Niklasson,Simon Rajala,Aviva Wrede,Alexandra Zetterberg,Kristina Brändén Whitaker,Karin de Frumerie,Julien Combes,Victor Iván,Björn Ekegren Augustsson,Sarah Viktoria Engman,Barry Hammar,Thea Rolandsson,Mio Frisk,Sepideh Mazloom","A hypnotherapist sees Vera throw off the trappings of civilized behaviour. For a event She attends with André, Vera's behaviour holds a mirror up to the faux-authenticity, virtue signalling and hypocrisy of her fellow entrepreneurs.","Comedy,Drama","Norwegian,Swedish,English",200,"Sweden,Norway",7.0,The Hypnosis
"2018,TV-14,1h 29m","April Bowlby,Kim Director,Abbie Gayle,Mike Faiola,James J. Fuertes,Deborah Twiss,Valerie Jane Parker,Celia Isla,Markus Silbiger,Katie Eichler,Gina Hiraizumi,Alphaeus Green Jr.,Ahmarie Holmes,Steven A. Miller,Major Dodge,Anthony Del Negro,KateLynn E. Newberry,Oksana Chester",A successful married woman's life is put in turmoil when she reunites with an old high school friend.,Thriller,English,339,United States,4.6,Homecoming Revenge
"2023,R,2h 10m","Adam Driver,Shailene Woodley,Giuseppe Festinese,Alessandro Cremona,Derek Hill,Leonardo Caimi,Penélope Cruz,Gabriel Leone,Michele Savoia,Jacopo Bruno,Domenico Fortunato,Damiano Neviani,Giuseppe Bonifati,Franca Abategiovanni,Marino Franchitti,Valentina Bellè,Luciano Miele,Daniela Piperno","Set in the summer of 1957, with Enzo Ferrari's auto empire in crisis, the ex-racer turned entrepreneur pushes himself and his drivers to the edge as they launch into the Mille Miglia, a treacherous 1,000-mile race across Italy.","Biography,Drama,History",English,35K,"United States,United Kingdom,Italy,China",6.5,Ferrari
"TV Series,1957–1965,40m","Cliff Michelmore,Derek Hart,Geoffrey Johnson Smith,Cy Grant,Rory McEwen,Macdonald Hastings,Maxine Daniels,Shirley Eaton,Alan Whicker,Fyfe Robertson,Brian Redhead,Carole Carr,Sheila Buxton,Robin Hall,Polly Elwes,Trevor Philpott,Kenneth Allsop,Jimmie MacGregor",An early and influential BBC current affairs series.,Documentary,English,9,United Kingdom,8.8,Tonight
"2013,Not Rated,1h 33m","Lance Henriksen,Amy Hathaway,John Savage,Brian Krause,Dave Vescio,Anthony Vitale,Art Evans,James MacPherson,Andy Gates,Tamzin Brown,Cortney Palm,Michael Teh,Nicolas Porcelli,James Binaski,Tara Cardinal,Michael Doherty,Walter L. Whitfield,Nunzio Fazio","A savvy ex-homeland security agent and martial arts expert is forced to a remote island to help the military unlock the secrets of an extraterrestrial technology. This sci fi thriller unfolds through breathtaking visuals, unique action sequences and a complex story with deeply political undertones.","Action,Sci-Fi,Thriller",English,417,"United States,Germany",3.0,Alien Rising
"TV Movie,2002,1h 36m","Richard Harris,Vittoria Belvedere,Benjamin Sadler,Christian Kohlund,Erol Sander,Ian Duncan,Bruce Payne,Alessandro Bertolucci,Walter Nudo,Constantine Gregory,Luca Ward,Matt Patresi,Loris Loddi,Massimiliano Pazzaglia,Aaron Taylor-Johnson,Alex McSweeney,Stefania Rivi,Carlo Greco","It is 90 A.D., and the Roman Empire is being run by the Emperor Domitian, who has declared himself to be God, and ruler over heaven and Earth. The Christians, who do not recognize his divinity, are a thorn in his side, and he is having them cruelly persecuted. The small village in Asia Minor, to which the aged apostle John has withdrawn, is also attacked by Roman sold...",Drama,English,1K,"Italy,Germany,France,United States,Czech Republic,Netherlands,United Kingdom",6.2,The Apocalypse
"2001,Unrated,2h 26m","Hayato Ichihara,Shûgo Oshinari,Ayumi Ito,Takao Osawa,Miwako Ichikawa,Izumi Inamori,Yû Aoi,Kazusa Matsuda,Ryô Katsuji,Chiyo Abe,Takako Baba,Anri Ban,Kaori Fujii,Shinji Higuchi,Takahito Hosoyamada,Hayato Isohata,Yuki Ito,Tomohiro Kaku","The problematic lives of teenager students for whom the singer Lily Chou-Chou's dreamy music is the only way to escape an alienating, violent and insensitive society.","Crime,Drama,Music","Japanese,Ryukyuan",11K,Japan,7.5,All About Lily Chou-Chou
"2012,R,1h 27m","Kirsten Dunst,Isla Fisher,Lizzy Caplan,James Marsden,Rebel Wilson,Paul Corning,Andrew Rannells,Anna Rose Hopkins,Sue Jean Kim,Horatio Sanz,Hayes MacArthur,Kyle Bornheimer,Ann Dowd,Adam Scott,Ella Rae Peck,Megan Neuringer,Leslie Meisel,Jenn Schatz",Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,"Comedy,Romance",English,49K,United States,5.3,Bachelorette
